,State,Year,Month,Indicator,Data_Value,Percent_Complete,Percent_Pending_Investigation,Predicted_Value
6258,DE,2017,October,Number of Drug Overdose Deaths,338.0,,0.0,338.0
6259,DE,2017,October,"Synthetic opioids, excl. methadone (T40.4)",,,0.0,
6260,DE,2017,October,Psychostimulants with abuse potential (T43.6),,,0.0,
6261,DE,2017,October,Number of Deaths,9016.0,,0.0,
6262,DE,2017,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,,0.0,
6263,DE,2017,October,Percent with drugs specified,82.5443786982248,,0.0,
6264,DE,2017,October,"Opioids (T40.0-T40.4,T40.6)",,,0.0,
6265,DE,2017,October,Heroin (T40.1),,,0.0,
6266,DE,2017,October,Cocaine (T40.5),,,0.0,
6267,DE,2017,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,,0.0,
6268,DE,2017,October,Methadone (T40.3),,,0.0,
6269,DE,2017,October,Natural & semi-synthetic opioids (T40.2),,,0.0,
6270,DE,2017,September,"Synthetic opioids, excl. methadone (T40.4)",,,0.0,
6271,DE,2017,September,Number of Drug Overdose Deaths,329.0,,0.0,329.0
6272,DE,2017,September,Natural & semi-synthetic opioids (T40.2),,,0.0,
6273,DE,2017,September,Methadone (T40.3),,,0.0,
6274,DE,2017,September,Psychostimulants with abuse potential (T43.6),,,0.0,
6275,DE,2017,September,"Opioids (T40.0-T40.4,T40.6)",,,0.0,
6276,DE,2017,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,,0.0,
6277,DE,2017,September,Percent with drugs specified,82.0668693009118,,0.0,
6278,DE,2017,September,Cocaine (T40.5),,,0.0,
6279,DE,2017,September,Number of Deaths,9045.0,,0.0,
6280,DE,2017,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,,0.0,
6281,DE,2017,September,Heroin (T40.1),,,0.0,
6282,DE,2018,April,"Synthetic opioids, excl. methadone (T40.4)",228.0,100,0.0,228.0
6283,DE,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",262.0,100,0.0,262.0
6284,DE,2018,April,Natural & semi-synthetic opioids (T40.2),65.0,100,0.0,65.0
6285,DE,2018,April,Methadone (T40.3),24.0,100,0.0,25.0
6286,DE,2018,April,Psychostimulants with abuse potential (T43.6),,100,0.0,
6287,DE,2018,April,"Opioids (T40.0-T40.4,T40.6)",298.0,100,0.0,298.0
6288,DE,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",87.0,100,0.0,87.0
6289,DE,2018,April,Number of Deaths,9256.0,100,0.0,
6290,DE,2018,April,Percent with drugs specified,91.3888888888889,100,0.0,
6291,DE,2018,April,Heroin (T40.1),143.0,100,0.0,143.0
6292,DE,2018,April,Number of Drug Overdose Deaths,360.0,100,0.0,360.0
6293,DE,2018,April,Cocaine (T40.5),126.0,100,0.0,126.0
6294,DE,2018,August,Heroin (T40.1),142.0,100,0.0,142.0
6295,DE,2018,August,Number of Drug Overdose Deaths,381.0,100,0.0,381.0
6296,DE,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",293.0,100,0.0,293.0
6297,DE,2018,August,Natural & semi-synthetic opioids (T40.2),60.0,100,0.0,60.0
6298,DE,2018,August,Cocaine (T40.5),146.0,100,0.0,146.0
6299,DE,2018,August,"Synthetic opioids, excl. methadone (T40.4)",267.0,100,0.0,267.0
6300,DE,2018,August,Number of Deaths,9505.0,100,0.0,
6301,DE,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",78.0,100,0.0,78.0
6302,DE,2018,August,"Opioids (T40.0-T40.4,T40.6)",333.0,100,0.0,333.0
6303,DE,2018,August,Methadone (T40.3),22.0,100,0.0,23.0
6304,DE,2018,August,Percent with drugs specified,96.0629921259843,100,0.0,
6305,DE,2018,August,Psychostimulants with abuse potential (T43.6),12.0,100,0.0,13.0
6306,DE,2018,December,Methadone (T40.3),24.0,100,0.0,25.0
6307,DE,2018,December,Cocaine (T40.5),143.0,100,0.0,143.0
6308,DE,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",323.0,100,0.0,323.0
6309,DE,2018,December,"Opioids (T40.0-T40.4,T40.6)",361.0,100,0.0,361.0
6310,DE,2018,December,Psychostimulants with abuse potential (T43.6),13.0,100,0.0,14.0
6311,DE,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",85.0,100,0.0,85.0
6312,DE,2018,December,Number of Drug Overdose Deaths,399.0,100,0.0,399.0
6313,DE,2018,December,"Synthetic opioids, excl. methadone (T40.4)",300.0,100,0.0,300.0
6314,DE,2018,December,Number of Deaths,9482.0,100,0.0,
6315,DE,2018,December,Natural & semi-synthetic opioids (T40.2),65.0,100,0.0,65.0
6316,DE,2018,December,Heroin (T40.1),147.0,100,0.0,147.0
6317,DE,2018,December,Percent with drugs specified,97.9949874686717,100,0.0,
6318,DE,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.0,
6319,DE,2018,February,Natural & semi-synthetic opioids (T40.2),,100,0.0,
6320,DE,2018,February,Heroin (T40.1),,100,0.0,
6321,DE,2018,February,Percent with drugs specified,89.0532544378698,100,0.0,
6322,DE,2018,February,"Synthetic opioids, excl. methadone (T40.4)",,100,0.0,
6323,DE,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.0,
6324,DE,2018,February,Number of Drug Overdose Deaths,338.0,100,0.0,338.0
6325,DE,2018,February,Cocaine (T40.5),,100,0.0,
6326,DE,2018,February,Methadone (T40.3),,100,0.0,
6327,DE,2018,February,Psychostimulants with abuse potential (T43.6),,100,0.0,
6328,DE,2018,February,"Opioids (T40.0-T40.4,T40.6)",,100,0.0,
6329,DE,2018,February,Number of Deaths,9194.0,100,0.0,
6330,DE,2018,January,Percent with drugs specified,87.5757575757576,100,0.0,
6331,DE,2018,January,Natural & semi-synthetic opioids (T40.2),,100,0.0,
6332,DE,2018,January,Number of Deaths,9132.0,100,0.0,
6333,DE,2018,January,"Synthetic opioids, excl. methadone (T40.4)",,100,0.0,
6334,DE,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.0,
6335,DE,2018,January,Cocaine (T40.5),,100,0.0,
6336,DE,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.0,
6337,DE,2018,January,Psychostimulants with abuse potential (T43.6),,100,0.0,
6338,DE,2018,January,Heroin (T40.1),,100,0.0,
6339,DE,2018,January,Number of Drug Overdose Deaths,330.0,100,0.0,330.0
6340,DE,2018,January,Methadone (T40.3),,100,0.0,
6341,DE,2018,January,"Opioids (T40.0-T40.4,T40.6)",,100,0.0,
6342,DE,2018,July,Psychostimulants with abuse potential (T43.6),11.0,100,0.0,12.0
6343,DE,2018,July,Number of Drug Overdose Deaths,363.0,100,0.0,363.0
6344,DE,2018,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",276.0,100,0.0,276.0
6345,DE,2018,July,"Synthetic opioids, excl. methadone (T40.4)",248.0,100,0.0,248.0
6346,DE,2018,July,Methadone (T40.3),23.0,100,0.0,24.0
6347,DE,2018,July,Number of Deaths,9471.0,100,0.0,
6348,DE,2018,July,Natural & semi-synthetic opioids (T40.2),57.0,100,0.0,57.0
6349,DE,2018,July,Heroin (T40.1),144.0,100,0.0,144.0
6350,DE,2018,July,Percent with drugs specified,96.1432506887052,100,0.0,
6351,DE,2018,July,"Opioids (T40.0-T40.4,T40.6)",314.0,100,0.0,314.0
6352,DE,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",76.0,100,0.0,76.0
6353,DE,2018,July,Cocaine (T40.5),134.0,100,0.0,134.0
6354,DE,2018,June,"Opioids (T40.0-T40.4,T40.6)",314.0,100,0.0,314.0
6355,DE,2018,June,Percent with drugs specified,95.0953678474115,100,0.0,
6356,DE,2018,June,Number of Drug Overdose Deaths,367.0,100,0.0,367.0
6357,DE,2018,June,"Synthetic opioids, excl. methadone (T40.4)",247.0,100,0.0,247.0
6358,DE,2018,June,Psychostimulants with abuse potential (T43.6),,100,0.0,10.0
6359,DE,2018,June,Natural & semi-synthetic opioids (T40.2),62.0,100,0.0,62.0
6360,DE,2018,June,Methadone (T40.3),22.0,100,0.0,23.0
6361,DE,2018,June,Number of Deaths,9417.0,100,0.0,
6362,DE,2018,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",277.0,100,0.0,277.0
6363,DE,2018,June,Heroin (T40.1),151.0,100,0.0,151.0
6364,DE,2018,June,Cocaine (T40.5),131.0,100,0.0,131.0
6365,DE,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",80.0,100,0.0,80.0
6366,DE,2018,March,Natural & semi-synthetic opioids (T40.2),66.0,100,0.0,66.0
6367,DE,2018,March,Percent with drugs specified,90.1129943502825,100,0.0,
6368,DE,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",87.0,100,0.0,87.0
6369,DE,2018,March,Psychostimulants with abuse potential (T43.6),,100,0.0,
6370,DE,2018,March,Heroin (T40.1),141.0,100,0.0,141.0
6371,DE,2018,March,Number of Deaths,9219.0,100,0.0,
6372,DE,2018,March,"Synthetic opioids, excl. methadone (T40.4)",214.0,100,0.0,214.0
6373,DE,2018,March,Number of Drug Overdose Deaths,354.0,100,0.0,354.0
6374,DE,2018,March,Cocaine (T40.5),123.0,100,0.0,123.0
6375,DE,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",250.0,100,0.0,250.0
6376,DE,2018,March,"Opioids (T40.0-T40.4,T40.6)",288.0,100,0.0,288.0
6377,DE,2018,March,Methadone (T40.3),23.0,100,0.0,24.0
6378,DE,2018,May,"Opioids (T40.0-T40.4,T40.6)",308.0,100,0.0,308.0
6379,DE,2018,May,Percent with drugs specified,92.896174863388,100,0.0,
6380,DE,2018,May,Psychostimulants with abuse potential (T43.6),,100,0.0,10.0
6381,DE,2018,May,Number of Drug Overdose Deaths,366.0,100,0.0,366.0
6382,DE,2018,May,Heroin (T40.1),146.0,100,0.0,146.0
6383,DE,2018,May,"Synthetic opioids, excl. methadone (T40.4)",237.0,100,0.0,237.0
6384,DE,2018,May,Cocaine (T40.5),130.0,100,0.0,130.0
6385,DE,2018,May,Methadone (T40.3),25.0,100,0.0,26.0
6386,DE,2018,May,Number of Deaths,9327.0,100,0.0,
6387,DE,2018,May,Natural & semi-synthetic opioids (T40.2),61.0,100,0.0,61.0
6388,DE,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",267.0,100,0.0,267.0
6389,DE,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",83.0,100,0.0,83.0
6390,DE,2018,November,Psychostimulants with abuse potential (T43.6),13.0,100,0.0,14.0
6391,DE,2018,November,"Synthetic opioids, excl. methadone (T40.4)",301.0,100,0.0,301.0
6392,DE,2018,November,Percent with drugs specified,97.7777777777778,100,0.0,
6393,DE,2018,November,Heroin (T40.1),151.0,100,0.0,151.0
6394,DE,2018,November,"Opioids (T40.0-T40.4,T40.6)",364.0,100,0.0,364.0
6395,DE,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",87.0,100,0.0,87.0
6396,DE,2018,November,Cocaine (T40.5),145.0,100,0.0,145.0
6397,DE,2018,November,Number of Drug Overdose Deaths,405.0,100,0.0,405.0
6398,DE,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",325.0,100,0.0,325.0
6399,DE,2018,November,Methadone (T40.3),26.0,100,0.0,27.0
6400,DE,2018,November,Number of Deaths,9542.0,100,0.0,
6401,DE,2018,November,Natural & semi-synthetic opioids (T40.2),66.0,100,0.0,66.0
6402,DE,2018,October,Number of Deaths,9547.0,100,0.0,
6403,DE,2018,October,Methadone (T40.3),23.0,100,0.0,24.0
6404,DE,2018,October,Natural & semi-synthetic opioids (T40.2),71.0,100,0.0,71.0
6405,DE,2018,October,Psychostimulants with abuse potential (T43.6),12.0,100,0.0,13.0
6406,DE,2018,October,"Opioids (T40.0-T40.4,T40.6)",362.0,100,0.0,362.0
6407,DE,2018,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",323.0,100,0.0,323.0
6408,DE,2018,October,Number of Drug Overdose Deaths,406.0,100,0.0,406.0
6409,DE,2018,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",89.0,100,0.0,89.0
6410,DE,2018,October,Percent with drugs specified,96.7980295566502,100,0.0,
6411,DE,2018,October,"Synthetic opioids, excl. methadone (T40.4)",298.0,100,0.0,298.0
6412,DE,2018,October,Heroin (T40.1),142.0,100,0.0,142.0
6413,DE,2018,October,Cocaine (T40.5),147.0,100,0.0,147.0
6414,DE,2018,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",310.0,100,0.0,310.0
6415,DE,2018,September,Natural & semi-synthetic opioids (T40.2),68.0,100,0.0,68.0
6416,DE,2018,September,Heroin (T40.1),138.0,100,0.0,138.0
6417,DE,2018,September,Number of Deaths,9518.0,100,0.0,
6418,DE,2018,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",85.0,100,0.0,85.0
6419,DE,2018,September,"Opioids (T40.0-T40.4,T40.6)",349.0,100,0.0,349.0
6420,DE,2018,September,"Synthetic opioids, excl. methadone (T40.4)",284.0,100,0.0,284.0
6421,DE,2018,September,Psychostimulants with abuse potential (T43.6),11.0,100,0.0,12.0
6422,DE,2018,September,Methadone (T40.3),22.0,100,0.0,23.0
6423,DE,2018,September,Number of Drug Overdose Deaths,393.0,100,0.0,393.0
6424,DE,2018,September,Percent with drugs specified,96.4376590330789,100,0.0,
6425,DE,2018,September,Cocaine (T40.5),149.0,100,0.0,149.0
6426,DE,2019,April,Number of Drug Overdose Deaths,392.0,100,0.0,392.0
6427,DE,2019,April,Natural & semi-synthetic opioids (T40.2),58.0,100,0.0,58.0
6428,DE,2019,April,"Synthetic opioids, excl. methadone (T40.4)",294.0,100,0.0,294.0
6429,DE,2019,April,Percent with drugs specified,96.9387755102041,100,0.0,
6430,DE,2019,April,Heroin (T40.1),130.0,100,0.0,130.0
6431,DE,2019,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",314.0,100,0.0,314.0
6432,DE,2019,April,Methadone (T40.3),20.0,100,0.0,21.0
6433,DE,2019,April,"Opioids (T40.0-T40.4,T40.6)",347.0,100,0.0,347.0
6434,DE,2019,April,Psychostimulants with abuse potential (T43.6),19.0,100,0.0,20.0
6435,DE,2019,April,Number of Deaths,9253.0,100,0.0,
6436,DE,2019,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",74.0,100,0.0,74.0
6437,DE,2019,April,Cocaine (T40.5),141.0,100,0.0,141.0
6438,DE,2019,August,Heroin (T40.1),118.0,100,0.043257272628961,119.0
6439,DE,2019,August,Cocaine (T40.5),144.0,100,0.043257272628961,145.0
6440,DE,2019,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",348.0,100,0.043257272628961,349.0
6441,DE,2019,August,Percent with drugs specified,97.8622327790974,100,0.043257272628961,
6442,DE,2019,August,Psychostimulants with abuse potential (T43.6),19.0,100,0.043257272628961,20.0
6443,DE,2019,August,"Opioids (T40.0-T40.4,T40.6)",373.0,100,0.043257272628961,374.0
6444,DE,2019,August,"Synthetic opioids, excl. methadone (T40.4)",319.0,100,0.043257272628961,321.0
6445,DE,2019,August,Natural & semi-synthetic opioids (T40.2),60.0,100,0.043257272628961,61.0
6446,DE,2019,August,Number of Drug Overdose Deaths,421.0,100,0.043257272628961,422.0
6447,DE,2019,August,Number of Deaths,9247.0,100,0.043257272628961,
6448,DE,2019,August,Methadone (T40.3),24.0,100,0.043257272628961,25.0
6449,DE,2019,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",81.0,100,0.043257272628961,82.0
6450,DE,2019,December,Heroin (T40.1),109.0,100,0.097171237313755,110.0
6451,DE,2019,December,Cocaine (T40.5),160.0,100,0.097171237313755,162.0
6452,DE,2019,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",73.0,100,0.097171237313755,74.0
6453,DE,2019,December,Number of Drug Overdose Deaths,423.0,100,0.097171237313755,426.0
6454,DE,2019,December,Methadone (T40.3),26.0,100,0.097171237313755,27.0
6455,DE,2019,December,Natural & semi-synthetic opioids (T40.2),50.0,100,0.097171237313755,51.0
6456,DE,2019,December,Number of Deaths,9262.0,100,0.097171237313755,
6457,DE,2019,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",368.0,100,0.097171237313755,372.0
6458,DE,2019,December,"Opioids (T40.0-T40.4,T40.6)",382.0,100,0.097171237313755,386.0
6459,DE,2019,December,"Synthetic opioids, excl. methadone (T40.4)",336.0,100,0.097171237313755,340.0
6460,DE,2019,December,Percent with drugs specified,98.1087470449173,100,0.097171237313755,
6461,DE,2019,December,Psychostimulants with abuse potential (T43.6),22.0,100,0.097171237313755,23.0
6462,DE,2019,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",82.0,100,0.0,82.0
6463,DE,2019,February,Number of Deaths,9379.0,100,0.0,
6464,DE,2019,February,Heroin (T40.1),140.0,100,0.0,140.0
6465,DE,2019,February,"Synthetic opioids, excl. methadone (T40.4)",303.0,100,0.0,303.0
6466,DE,2019,February,Percent with drugs specified,97.7556109725686,100,0.0,
6467,DE,2019,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",324.0,100,0.0,324.0
6468,DE,2019,February,Cocaine (T40.5),146.0,100,0.0,146.0
6469,DE,2019,February,"Opioids (T40.0-T40.4,T40.6)",360.0,100,0.0,360.0
6470,DE,2019,February,Psychostimulants with abuse potential (T43.6),17.0,100,0.0,18.0
6471,DE,2019,February,Number of Drug Overdose Deaths,401.0,100,0.0,401.0
6472,DE,2019,February,Methadone (T40.3),21.0,100,0.0,22.0
6473,DE,2019,February,Natural & semi-synthetic opioids (T40.2),64.0,100,0.0,64.0
6474,DE,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",84.0,100,0.0,84.0
6475,DE,2019,January,Number of Deaths,9443.0,100,0.0,
6476,DE,2019,January,Number of Drug Overdose Deaths,403.0,100,0.0,403.0
6477,DE,2019,January,Heroin (T40.1),147.0,100,0.0,147.0
6478,DE,2019,January,Psychostimulants with abuse potential (T43.6),13.0,100,0.0,14.0
6479,DE,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",328.0,100,0.0,328.0
6480,DE,2019,January,"Synthetic opioids, excl. methadone (T40.4)",305.0,100,0.0,305.0
6481,DE,2019,January,Percent with drugs specified,97.7667493796526,100,0.0,
6482,DE,2019,January,Cocaine (T40.5),150.0,100,0.0,150.0
6483,DE,2019,January,"Opioids (T40.0-T40.4,T40.6)",364.0,100,0.0,364.0
6484,DE,2019,January,Natural & semi-synthetic opioids (T40.2),64.0,100,0.0,64.0
6485,DE,2019,January,Methadone (T40.3),23.0,100,0.0,24.0
6486,DE,2019,July,Heroin (T40.1),129.0,100,0.021701388888889,129.0
6487,DE,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",349.0,100,0.021701388888889,350.0
6488,DE,2019,July,Cocaine (T40.5),154.0,100,0.021701388888889,155.0
6489,DE,2019,July,Methadone (T40.3),22.0,100,0.021701388888889,23.0
6490,DE,2019,July,"Opioids (T40.0-T40.4,T40.6)",379.0,100,0.021701388888889,379.0
6491,DE,2019,July,"Synthetic opioids, excl. methadone (T40.4)",322.0,100,0.021701388888889,323.0
6492,DE,2019,July,Percent with drugs specified,97.423887587822,100,0.021701388888889,
6493,DE,2019,July,Psychostimulants with abuse potential (T43.6),19.0,100,0.021701388888889,20.0
6494,DE,2019,July,Number of Drug Overdose Deaths,427.0,100,0.021701388888889,427.0
6495,DE,2019,July,Number of Deaths,9216.0,100,0.021701388888889,
6496,DE,2019,July,Natural & semi-synthetic opioids (T40.2),61.0,100,0.021701388888889,62.0
6497,DE,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",81.0,100,0.021701388888889,82.0
6498,DE,2019,June,Heroin (T40.1),126.0,100,0.0,126.0
6499,DE,2019,June,Percent with drugs specified,97.3684210526316,100,0.0,
6500,DE,2019,June,Cocaine (T40.5),149.0,100,0.0,149.0
6501,DE,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",338.0,100,0.0,338.0
6502,DE,2019,June,"Opioids (T40.0-T40.4,T40.6)",370.0,100,0.0,370.0
6503,DE,2019,June,"Synthetic opioids, excl. methadone (T40.4)",311.0,100,0.0,311.0
6504,DE,2019,June,Natural & semi-synthetic opioids (T40.2),61.0,100,0.0,61.0
6505,DE,2019,June,Number of Drug Overdose Deaths,418.0,100,0.0,418.0
6506,DE,2019,June,Number of Deaths,9220.0,100,0.0,
6507,DE,2019,June,Methadone (T40.3),21.0,100,0.0,22.0
6508,DE,2019,June,Psychostimulants with abuse potential (T43.6),20.0,100,0.0,21.0
6509,DE,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",80.0,100,0.0,80.0
6510,DE,2019,March,Cocaine (T40.5),144.0,100,0.0,144.0
6511,DE,2019,March,Number of Drug Overdose Deaths,394.0,100,0.0,394.0
6512,DE,2019,March,Number of Deaths,9353.0,100,0.0,
6513,DE,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",315.0,100,0.0,315.0
6514,DE,2019,March,"Synthetic opioids, excl. methadone (T40.4)",294.0,100,0.0,294.0
6515,DE,2019,March,Percent with drugs specified,97.2081218274112,100,0.0,
6516,DE,2019,March,Psychostimulants with abuse potential (T43.6),20.0,100,0.0,21.0
6517,DE,2019,March,Heroin (T40.1),136.0,100,0.0,136.0
6518,DE,2019,March,Natural & semi-synthetic opioids (T40.2),59.0,100,0.0,59.0
6519,DE,2019,March,Methadone (T40.3),21.0,100,0.0,22.0
6520,DE,2019,March,"Opioids (T40.0-T40.4,T40.6)",350.0,100,0.0,350.0
6521,DE,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",76.0,100,0.0,76.0
6522,DE,2019,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",326.0,100,0.0,326.0
6523,DE,2019,May,"Synthetic opioids, excl. methadone (T40.4)",304.0,100,0.0,304.0
6524,DE,2019,May,Heroin (T40.1),125.0,100,0.0,125.0
6525,DE,2019,May,Number of Drug Overdose Deaths,404.0,100,0.0,404.0
6526,DE,2019,May,Methadone (T40.3),21.0,100,0.0,22.0
6527,DE,2019,May,Psychostimulants with abuse potential (T43.6),20.0,100,0.0,21.0
6528,DE,2019,May,Cocaine (T40.5),145.0,100,0.0,145.0
6529,DE,2019,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",75.0,100,0.0,75.0
6530,DE,2019,May,Percent with drugs specified,97.5247524752475,100,0.0,
6531,DE,2019,May,Number of Deaths,9252.0,100,0.0,
6532,DE,2019,May,"Opioids (T40.0-T40.4,T40.6)",357.0,100,0.0,357.0
6533,DE,2019,May,Natural & semi-synthetic opioids (T40.2),57.0,100,0.0,57.0
6534,DE,2019,November,"Opioids (T40.0-T40.4,T40.6)",359.0,100,0.086683280962184,362.0
6535,DE,2019,November,Methadone (T40.3),25.0,100,0.086683280962184,26.0
6536,DE,2019,November,Number of Drug Overdose Deaths,399.0,100,0.086683280962184,402.0
6537,DE,2019,November,Psychostimulants with abuse potential (T43.6),21.0,100,0.086683280962184,22.0
6538,DE,2019,November,Cocaine (T40.5),149.0,100,0.086683280962184,151.0
6539,DE,2019,November,"Synthetic opioids, excl. methadone (T40.4)",312.0,100,0.086683280962184,315.0
6540,DE,2019,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",343.0,100,0.086683280962184,346.0
6541,DE,2019,November,Heroin (T40.1),102.0,100,0.086683280962184,103.0
6542,DE,2019,November,Percent with drugs specified,97.9949874686717,100,0.086683280962184,
6543,DE,2019,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",71.0,100,0.086683280962184,72.0
6544,DE,2019,November,Natural & semi-synthetic opioids (T40.2),49.0,100,0.086683280962184,50.0
6545,DE,2019,November,Number of Deaths,9229.0,100,0.086683280962184,
6546,DE,2019,October,Number of Drug Overdose Deaths,407.0,100,0.064613396510877,409.0
6547,DE,2019,October,Number of Deaths,9286.0,100,0.064613396510877,
6548,DE,2019,October,Psychostimulants with abuse potential (T43.6),19.0,100,0.064613396510877,20.0
6549,DE,2019,October,Percent with drugs specified,97.7886977886978,100,0.064613396510877,
6550,DE,2019,October,Natural & semi-synthetic opioids (T40.2),50.0,100,0.064613396510877,51.0
6551,DE,2019,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",343.0,100,0.064613396510877,345.0
6552,DE,2019,October,Heroin (T40.1),107.0,100,0.064613396510877,108.0
6553,DE,2019,October,"Opioids (T40.0-T40.4,T40.6)",362.0,100,0.064613396510877,364.0
6554,DE,2019,October,Methadone (T40.3),27.0,100,0.064613396510877,28.0
6555,DE,2019,October,"Synthetic opioids, excl. methadone (T40.4)",311.0,100,0.064613396510877,314.0
6556,DE,2019,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",74.0,100,0.064613396510877,75.0
6557,DE,2019,October,Cocaine (T40.5),146.0,100,0.064613396510877,148.0
6558,DE,2019,September,"Opioids (T40.0-T40.4,T40.6)",370.0,100,0.053694158075601,372.0
6559,DE,2019,September,Natural & semi-synthetic opioids (T40.2),52.0,100,0.053694158075601,53.0
6560,DE,2019,September,Number of Drug Overdose Deaths,416.0,100,0.053694158075601,417.0
6561,DE,2019,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",346.0,100,0.053694158075601,348.0
6562,DE,2019,September,Methadone (T40.3),27.0,100,0.053694158075601,28.0
6563,DE,2019,September,Psychostimulants with abuse potential (T43.6),19.0,100,0.053694158075601,20.0
6564,DE,2019,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",76.0,100,0.053694158075601,77.0
6565,DE,2019,September,"Synthetic opioids, excl. methadone (T40.4)",317.0,100,0.053694158075601,319.0
6566,DE,2019,September,Cocaine (T40.5),146.0,100,0.053694158075601,147.0
6567,DE,2019,September,Percent with drugs specified,98.0769230769231,100,0.053694158075601,
6568,DE,2019,September,Number of Deaths,9312.0,100,0.053694158075601,
6569,DE,2019,September,Heroin (T40.1),115.0,100,0.053694158075601,116.0
6570,DE,2020,April,Number of Drug Overdose Deaths,463.0,100,0.092917613049763,467.0
6571,DE,2020,April,"Opioids (T40.0-T40.4,T40.6)",429.0,100,0.092917613049763,434.0
6572,DE,2020,April,"Synthetic opioids, excl. methadone (T40.4)",377.0,100,0.092917613049763,382.0
6573,DE,2020,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",417.0,100,0.092917613049763,422.0
6574,DE,2020,April,Natural & semi-synthetic opioids (T40.2),52.0,100,0.092917613049763,53.0
6575,DE,2020,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",83.0,100,0.092917613049763,84.0
6576,DE,2020,April,Heroin (T40.1),111.0,100,0.092917613049763,113.0
